epochs,test loss,train loss,test acc,train acc
1.0,1.7951165437698364,1.7901403903961182,0.6727591036414566,0.6777777777777778
2.0,1.644579291343689,1.6366976499557495,0.8264705882352941,0.8358946608946609
3.0,1.5549143552780151,1.5476572513580322,0.9173669467787114,0.9243867243867244
4.0,1.5320833921432495,1.5231363773345947,0.9343837535014006,0.943037518037518
5.0,1.524471640586853,1.5122885704040527,0.9397759103641457,0.9526695526695527
