epochs,test loss,train loss,test acc,train acc
1.0,1.501481294631958,1.4846997261047363,0.9626050420168067,0.9792207792207792
2.0,1.4991083145141602,1.4803798198699951,0.9641456582633053,0.9824314574314574
3.0,1.4967432022094727,1.4775553941726685,0.9658963585434174,0.9852092352092352
4.0,1.4963427782058716,1.4756277799606323,0.9660364145658263,0.9865079365079366
5.0,1.4947608709335327,1.4738438129425049,0.9675770308123249,0.988023088023088
