epochs,test loss,train loss,test acc,train acc
1.0,1.5673613548278809,1.5629944801330566,0.9269607843137255,0.9308441558441558
2.0,1.525111436843872,1.5151135921478271,0.9460084033613445,0.9565295815295816
3.0,1.5112323760986328,1.4992471933364868,0.9557422969187676,0.9685786435786435
4.0,1.5056225061416626,1.491039752960205,0.9602941176470589,0.9746753246753247
5.0,1.500949740409851,1.4852325916290283,0.9642156862745098,0.9788961038961039
